Precinct,Registered
21125A107,964
21125A108,976
21125B101,1172
21125B102,1204
21125B103,1826
21125B104,618
21125B105,1409
21125B106,936
21125C101,386
21125C102,680
21125C103,587
21125C104,1196
21125C105,663
21125C106,698
21125C108,865
21125C109,1336
21125C110,1200
21125D101,1329
21125D102,1287
21125D103,618
21125D104,682
21125D105,930
21125D106,1e3
21125D107,1033
21125D108,768
21125E101,1088
21125E103,1047
21125E104,1105
21125E105,927
21125E106,1296
21125E107,693
21125E108,704
21125F101,1267
21125F102,1332
21125F103,301
21125F104,1407
21125F105,1753
21125F106,627
21125F107,1133
21127A101,513
21127A102,1607
21127A103,461
21127A104,483
21127B101,660
21127B102,858
21127B103,1604
21127C101,321
21127C102,536
21127C103,439
21127C104,1122
21127C105,401
21127D101,557
21127D102,511
21127D103,506
21127D104,607
21127D105,744
21127D106,396
21129A101,424
21129A102,474
21129A103,540
21129B101,570
21129B102,551
21129C101,432
21129C102,406
21129C103,589
21129D101,483
21129D102,814
21131A101,327
21131A102,802
21131A103,82
21131A104,700
21131A105,236
21131B101,819
21131B102,466
21131B103,357
21131B104,346
21131C101,843
21131C102,537
21131C103,897
21131D101,497
21131D102,409
21131D103,379
21131D104,663
21131D105,149
21133A101,676
21133A102,686
21133A103,815
21133A104,267
21133A105,210
21133A106,570
21133A107,293
21133A108,413
21133B101,1196
21133B102,963
21133B103,653
21133C101,427
21133C102,388
21133C103,885
21133C104,446
21133C105,463
21133C106,364
21133C107,684
21133D102,755
21133D103,425
21133D104,469
21133D105,536
21133D106,346
21133D107,581
21133E101,609
21133E102,298
21133E103,742
21133E104,332
21133E105,597
21133E106,201
21135A101,1629
21135A102,584
21135A104,423
21135B101,525
21135B102,308
21135B103,763
21135B105,901
21135C101,570
21135C102,860
21135C103,813
21135C105,353
21135D101,872
21135D102,633
21135D103,905
21137A101,1258
21137A102,1820
21137A103,1112
21137A104,488
21137B101,970
21137B102,929
21137B103,790
21137B104,1458
21137C101,1239
21137C102,830
21137C103,751
21137C104,1704
21137D101,742
21137D102,688
21137D103,1993
21137D105,587
21137D106,546
21139A101,1693
21139B101,440
21139B102,899
21139B103,866
21139C101,242
21139C102,1026
21139C103,262
21139D101,747
21139D102,678
21139D103,656
21141A101,643
21141A104,1545
21141A105,759
21141B101,692
21141B102,825
21141B103,702
21141B104,601
21141C101,897
21141C102,608
21141C103,712
21141C104,593
21141D101,904
21141D102,1273
21141D103,618
21141E101,499
21141E102,1420
21141E103,1085
21141F101,760
21141F102,1311
21141F103,919
21143A101,997
21143A102,1137
21143B101,1047
21143B102,991
21143C101,1021
21143C102,1116
21145A102,699
21145A104,655
21145A106,826
21145A110,1069
21145A112,1438
21145A113,1890
21145A114,922
21145A115,1085
21145A116,1877
21145A117,143
21145A118,1680
21145A119,494
21145A120,811
21145A121,544
21145A122,1352
21145A124,888
21145A133,621
21145B103,763
21145B113,1337
21145B114,694
21145B116,978
21145B117,1201
21145B118,770
21145B119,570
21145B120,1095
21145B121,893
21145B122,565
21145B123,1069
21145B124,962
21145B125,1246
21145B126,1018
21145B127,824
21145B129,119
21145B131,1104
21145B132,681
21145B134,1070
21145B135,941
21145C102,1069
21145C106,310
21145C107,1259
21145C108,1737
21145C109,1612
21145C110,1995
21145C112,1420
21145C113,1206
21145C114,765
21145C115,437
21145C119,546
21145C120,1093
21145C121,647
21145C122,730
21145C123,1297
21145C125,804
21145C128,855
21147A101,876
21147A102,958
21147A104,655
21147A105,239
21147B101,1923
21147B102,559
21147B104,432
21147D101,1084
21147D103,379
21147D104,570
21147D105,411
21147D106,255
21147F103,422
21147F104,1032
21147F105,490
21147F106,235
21147F108,441
21147F109,152
21149A101,480
21149A102,1100
21149B101,1013
21149B102,795
21149C101,885
21149C102,891
21149D101,997
21149D102,802
21151A101,1253
21151A102,1435
21151A103,1743
21151A104,1909
21151A105,1328
21151A106,2386
21151A107,1381
21151A108,1315
21151A109,2105
21151A110,844
21151B101,2113
21151B102,941
21151B103,1515
21151B104,1176
21151B105,2263
21151B106,640
21151B107,2401
21151B108,848
21151B109,1531
21151B110,2653
21151C101,7
21151C102,504
21151C103,1391
21151C104,600
21151C105,1006
21151C106,1141
21151C107,1907
21151C108,454
21151C109,1524
21151C110,2223
21151C112,1926
21151C113,1186
21151C114,794
21151D101,629
21151D102,949
21151D103,1417
21151D104,183
21151D105,1543
21151D106,3012
21151D107,19
21151D109,2048
21151D110,1386
21151D111,1411
21151D112,1388
21151D113,889
21153A101,970
21153A102,908
21153A103,533
21153A104,1086
21153B101,1045
21153B102,818
21153B103,354
21153B104,584
21153B105,467
21153C101,609
21153C102,568
21153C103,627
21153C104,704
21153C105,801
21155A101,701
21155A102,613
21155A103,656
21155A104,700
21155C102,1595
21155C103,545
21155C105,378
21155D102,1061
21155D103,824
21155D104,707
21155E101,578
21155E102,898
21155E103,1066
21155H101,955
21155H102,617
21155H103,437
21155H104,639
21157A101,1061
21157A102,1339
21157A103,1233
21157A104,820
21157A105,977
21157A106,628
21157A107,1591
21157A108,816
21157B101,746
21157B102,1417
21157B103,627
21157B104,820
21157B105,1086
21157B106,1227
21157B107,1133
21157B108,764
21157B109,855
21157C101,1223
21157C102,639
21157C103,1147
21157C104,1756
21157C105,1220
21157C106,750
21157C107,464
21157C108,915
21159A101,837
21159A102,305
21159A103,509
21159B101,340
21159B102,654
21159B103,629
21159C101,1131
21159C102,738
21159D101,473
21159D102,508
21159D103,473
21159D104,170
21159E101,538
21159E102,993
21161A101,649
21161A102,305
21161A103,1252
21161A104,995
21161A105,689
21161B102,356
21161B103,305
21161B104,592
21161B105,357
21161B106,750
21161B107,1209
21161B108,1366
21161C102,1465
21161C103,797
21161C104,632
21161C105,1133
21163A101,1200
21163A102,1399
21163B101,1462
21163B102,1531
21163B103,892
21163C101,1144
21163C102,1199
21163C103,1135
21163D101,1193
21163D102,1117
21163D103,1203
21163E101,1160
21163E102,1085
21163E103,1276
21163F101,763
21163F102,558
21163F103,938
21163F104,623
21163F105,817
21165A101,543
21165A102,479
21165B101,1294
21165C101,968
21165D101,1197
21165E101,810
21167A101,1603
21167A102,352
21167A103,858
21167A104,269
21167C101,452
21167C102,1083
21167C104,879
21167C105,320
21167D101,1263
21167D102,1132
21167D103,789
21167E101,1759
21167E102,1084
21167F101,1293
21167F102,1342
21167G101,1497
21167G102,1344
21169A101,1262
21169A102,1009
21169A103,1126
21169A104,420
21169B101,527
21169B102,162
21169B103,449
21169B104,509
21169C101,757
21169C102,368
21169D101,708
21169D102,369
21171A101,357
21171A102,1122
21171A103,231
21171B101,926
21171B102,710
21171C101,730
21171C102,383
21171C103,774
21171D101,702
21171D102,982
21171E101,805
21171E102,858
21173A101,526
21173A102,758
21173A103,968
21173A104,1002
21173A105,425
21173A106,1520
21173B101,1221
21173B102,1526
21173B103,1217
21173B104,1121
21173B105,1136
21173B107,1401
21173B108,1220
21173C101,784
21173C102,1513
21173C103,1638
21173C104,1285
21173C105,847
21175A101,679
21175A102,686
21175A103,502
21175B101,1010
21175B102,598
21175C101,1287
21175C102,752
21175D101,660
21175D102,1058
21175E101,965
21175E102,435
21175E103,480
21177A101,354
21177A102,746
21177A103,427
21177A104,622
21177A106,639
21177A107,675
21177B101,817
21177B102,895
21177B103,820
21177B104,1452
21177B105,516
21177C101,1366
21177C103,810
21177C104,1648
21177C106,1240
21177D101,1518
21177D102,830
21177D103,1583
21177D104,787
21177E101,557
21177E102,539
21177E103,1393
21177E104,1049
21177E105,978
21177E107,358
21179A101,165
21179A102,1938
21179A103,1315
21179A104,1265
21179A105,1686
21179B101,1784
21179B102,1133
21179B103,1676
21179B104,1695
21179C101,1109
21179C102,1341
21179C103,1373
21179C104,1062
21179C105,1281
21179D101,1012
21179D102,1871
21179D103,1484
21179D104,1131
21179D105,1550
21179E101,875
21179E102,1861
21179E103,1275
21179E104,1036
21179E105,1498
21181A101,968
21181B101,1118
21181C101,1080
21181D101,1160
21181E101,1066
21183A101,1075
21183A102,917
21183A104,510
21183A105,1022
21183B101,1039
21183B102,1694
21183B103,632
21183C101,538
21183C102,955
21183C103,1226
21183C104,1067
21183D101,1066
21183D102,1074
21183D104,696
21183D106,455
21183E101,1246
21183E102,870
21183E103,809
21183E105,440
21185A101,2123
21185A103,2020
21185A104,1895
21185B101,731
21185B102,1743
21185B104,888
21185B105,1985
21185B106,1139
21185C101,951
21185C102,1521
21185C103,1297
21185C105,1044
21185C106,1006
21185D101,1798
21185D103,1447
21185D104,859
21185D106,1733
21185E101,1321
21185E102,2018
21185E103,1026
21185E104,562
21185E105,1091
21185E106,340
21185F101,881
21185F102,1322
21185F103,1210
21185F104,882
21185F105,1861
21185F106,262
21185G101,1726
21185G102,2108
21185G103,1661
21185G105,453
21185H101,1993
21185H103,1364
21185H104,1139
21185H105,800
21185H106,723
21187A101,349
21187A103,578
21187A104,207
21187A105,731
21187B102,1024
21187B103,1083
21187C101,713
21187C103,609
21187C104,667
21187D101,729
21187D102,639
21187D103,630
21189A101,445
21189A102,602
21189A103,310
21189B101,205
21189B102,504
21189C101,536
21189C102,578
21189C103,399
21191A101,535
21191A102,1084
21191A103,758
21191B101,985
21191B102,983
21191B103,829
21191C101,831
21191C102,990
21191C103,564
21191D101,1151
21191D102,623
21191D103,909
21193A101,684
21193A102,510
21193A103,655
21193A104,307
21193A105,690
21193A107,508
21193A108,233
21193A109,774
21193A110,550
21193A111,234
21193A112,669
21193A113,642
21193A114,1039
21193B101,645
21193B102,632
21193B103,532
21193B104,384
21193B105,747
21193B106,704
21193B107,395
21193B108,368
21193B109,538
21193B110,610
21193B111,390
21193B112,327
21193B113,389
21193C102,648
21193C103,527
21193C104,747
21193C105,579
21193C106,713
21193C107,741
21193C108,401
21193C109,550
21193C110,642
21193C111,363
21193C114,705
21195A101,631
21195A102,860
21195A103,1033
21195A104,1449
21195A105,893
21195A106,1073
21195A107,962
21195A108,1399
21195A109,552
21195A110,791
21195B101,1250
21195B102,1673
21195B103,1384
21195B104,814
21195B105,1261
21195B106,962
21195B107,1007
21195C101,659
21195C102,443
21195C103,992
21195C104,441
21195C105,784
21195C106,407
21195C107,318
21195C108,806
21195C109,632
21195C110,350
21195C111,1186
21195C112,321
21195D101,1371
21195D102,911
21195D103,960
21195D104,433
21195D105,551
21195D106,657
21195D107,313
21195D108,579
21195D109,269
21195D110,435
21195D111,1208
21195E101,889
21195E102,734
21195E103,1409
21195E104,761
21195E105,1177
21195E106,783
21195E107,1097
21195E108,305
21195E109,594
21195F101,516
21195F102,623
21195F103,839
21195F104,1609
21195F105,1077
21195F106,1104
21195F107,713
21195F108,1573
21197A101,1010
21197A102,1175
21197B101,765
21197B102,1283
21197C101,890
21197C102,1004
21197D101,962
21197D102,473
21197D103,285
21197E101,1092
21197E102,886
21199A101,446
21199A102,1454
21199A103,1489
21199A104,460
21199A105,562
21199A106,2171
21199A108,2010
21199A110,541
21199A111,204
21199A112,339
21199B101,644
21199B102,260
21199B103,496
21199B104,583
21199B105,973
21199B106,914
21199B107,662
21199B108,590
21199B109,737
21199B110,1218
21199B111,638
21199B112,648
21199B113,364
21199C101,384
21199C102,1324
21199C103,991
21199C104,1447
21199C105,1493
21199C106,1238
21199C110,1569
21199C111,417
21199C112,246
21199C113,142
21199D101,751
21199D102,469
21199D103,635
21199D104,822
21199D105,962
21199D106,805
21199D107,367
21199D108,666
21199D109,808
21199D110,1473
21199D111,604
21199D113,361
21199D115,652
21199E101,501
21199E103,1900
21199E104,1060
21199E105,1401
21199E107,259
21199E108,1407
21199E109,579
21199E110,266
21199E111,1500
21199E112,644
21201A101,332
21201B101,281
21201C101,330
21201D101,409
21201E101,365
21203A101,1694
21203A102,745
21203B101,891
21203B102,1307
21203C101,1175
21203C102,1085
21203C103,360
21203D101,1480
21203D102,643
21203D103,217
21203E101,949
21203E102,673
21203E103,538
21203E104,134
21203E105,327
21205A101,435
21205A102,1014
21205A103,399
21205A105,324
21205A106,1195
21205B102,439
21205B104,1027
21205B105,1031
21205B106,1512
21205C101,1247
21205C102,589
21205C103,431
21205C104,585
21205C106,860
21205D101,539
21205D102,866
21205D103,1135
21205D104,688
21207A101,989
21207A102,916
21207A103,1022
21207B101,816
21207B102,758
21207B103,1061
21207C101,1046
21207C102,633
21207C103,799
21207C104,438
21207D101,961
21207D102,882
21207D103,783
21207E101,1444
21207E102,631
21207E103,742
21209A100,991
21209A102,616
21209A104,534
21209A106,1353
21209A110,729
21209A112,569
21209A114,111
21209A116,715
21209B101,1298
21209B103,822
21209B105,722
21209B109,618
21209B111,812
21209B113,794
21209C108,936
21209C110,635
21209C112,849
21209C114,907
21209C116,924
21209C118,1202
21209D111,1240
21209D113,1533
21209D115,831
21209D119,1111
21209D121,714
21209D123,1073
21209E118,657
21209E120,557
21209E122,828
21209E124,821
21209E126,813
21209E128,531
21209F117,990
21209F119,704
21209F121,857
21209F123,649
21209F125,349
21209F127,974
21209F129,717
21209F131,626
21209G128,696
21209G130,867
21209G132,1078
21209G134,1092
21209G136,1080
21209G138,2
21211A101,956
21211A102,1129
21211A103,645
21211A104,704
21211A105,711
21211B101,1e3
21211B102,1111
21211B103,390
21211B104,1441
21211B105,855
21211C101,1089
21211C102,882
21211C103,995
21211C104,936
21211C105,985
21211D101,662
21211D102,1012
21211D103,1069
21211D104,664
21211D105,838
21211E101,1562
21211E102,893
21211E103,962
21211E104,536
21211E105,204
21211F101,1417
21211F102,1248
21211F103,644
21211F104,470
21211F105,843
21211G101,1007
21211G102,624
21211G103,1097
21211G104,1052
21213A101,1304
21213A102,932
21213A103,1033
21213B101,1211
21213B102,777
21213B103,1315
21213C101,593
21213C103,690
21213C104,2262
21213D101,529
21213D102,694
21213D103,777
21213D104,1172
21215A101,2631
21215B101,1423
21215B102,1159
21215C101,1394
21215C102,1897
21215D101,551
21215D102,756
21215D103,268
21215D104,174
21215D105,733
21215D106,33
21215E101,927
21215E102,1091
21215E103,755
21217A101,601
21217A102,657
21217A104,1673
21217B101,842
21217B102,1106
21217B103,514
21217B104,639
21217C101,329
21217C103,302
21217C104,648
21217C105,1407
21217D101,288
21217D102,1363
21217D104,1308
21217E101,1518
21217E102,824
21217E103,741
21217F101,615
21217F102,1355
21217F103,1148
21219A101,499
21219A102,647
21219A103,542
21219B101,679
21219B102,513
21219B103,198
21219B104,181
21219C101,979
21219C102,900
21219D101,235
21219D102,1374
21219E101,604
21219E102,910
21221A101,1458
21221A102,226
21221B101,733
21221B102,1221
21221C101,1627
21221D101,891
21221D102,51
21221D103,364
21221E101,777
21221E102,445
21221E104,258
21221F101,453
21221F102,1298
21221G101,940
21221G102,732
21223A101,473
21223A102,573
21223A103,801
21223B101,494
21223B103,781
21223B104,565
21223C101,424
21223C103,604
21223C104,716
21223D101,442
21223D102,488
21223D103,723
21225A101,787
21225A103,640
21225A104,644
21225B101,680
21225B102,702
21225B103,539
21225C101,720
21225C102,567
21225C103,505
21225C104,309
21225E102,732
21225E103,589
21225E104,533
21225F101,823
21225F102,318
21225F103,1130
21227A101,794
21227A102,1805
21227A103,571
21227A104,808
21227A105,1353
21227A106,769
21227A107,476
21227A108,1133
21227A109,1851
21227A110,1206
21227A111,663
21227A112,1392
21227A113,723
21227A114,723
21227A115,599
21227A116,3
21227A117,8
21227A118,9
21227B101,1230
21227B102,570
21227B103,514
21227B104,554
21227B105,705
21227B106,914
21227B107,786
21227B108,516
21227B109,973
21227B110,1330
21227B111,807
21227B112,117
21227B113,175
21227C101,650
21227C102,1568
21227C103,860
21227C104,1093
21227C105,739
21227C106,647
21227C107,1391
21227C108,270
21227C109,5
21227C110,1680
21227C111,1186
21227C112,1920
21227D101,1632
21227D102,1357
21227D103,568
21227D104,685
21227D105,922
21227D106,912
21227D107,281
21227D108,1093
21227D109,1117
21227D110,895
21227D111,909
21227D112,1418
21227D113,838
21227D114,1112
21227D116,9
21227E101,1219
21227E102,1565
21227E103,715
21227E104,663
21227E105,690
21227E106,1567
21227E107,1462
21227E108,924
21227E109,1238
21227E110,1299
21227E111,695
21227E112,789
21227F101,874
21227F102,1346
21227F103,977
21227F104,1497
21227F105,1169
21227F106,1008
21227F107,829
21227F108,1355
21227F109,517
21227F110,646
21227F111,543
21227F112,478
21227F113,1480
21227F114,881
21227F115,646
21227F116,35
21227F117,105
21227F118,725
21229A101,501
21229A102,742
21229A103,227
21229B101,600
21229B102,973
21229C101,293
21229C102,532
21229C103,364
21229D101,724
21229D102,636
21229E101,488
21229E102,899
21229F101,561
21229F102,1060
21231A101,785
21231A102,511
21231A103,1146
21231A106,558
21231A107,405
21231B101,1e3
21231B102,576
21231B103,945
21231B106,800
21231B109,505
21231D104,838
21231D105,774
21231D106,827
21231D107,613
21231D110,527
21231G101,1451
21231G103,294
21231G104,955
21231G106,1083
21233A101,996
21233A102,593
21233A103,831
21233A104,562
21233A105,401
21233B101,528
21233B102,967
21233B103,483
21233B104,444
21233B105,631
21233C101,1112
21233C102,612
21233C103,844
21233C104,647
21235A101,361
21235A103,1084
21235A104,679
21235A105,574
21235A106,944
21235A107,652
21235A109,1495
21235A111,477
21235B101,1235
21235B102,382
21235B104,374
21235B105,952
21235B106,1147
21235B107,1071
21235B108,338
21235B109,444
21235B110,1156
21235C101,238
21235C102,365
21235C103,103
21235C104,880
21235C105,420
21235C106,590
21235C107,782
21235C108,478
21235C109,277
21235C110,469
21235C111,548
21235C112,369
21235C113,351
21235C114,302
21235D101,1552
21235D102,1311
21235D104,1566
21235D105,1157
21235D106,1504
21237A101,601
21237A105,896
21237B101,501
21237B102,594
21237B106,870
21237C101,921
21237C102,791
21237C104,411
21239A101,1008
21239A102,1219
21239B101,775
21239B102,592
21239B103,815
21239C101,1278
21239C102,1242
21239D101,1451
21239D102,1157
21239E101,1148
21239E102,1048
21239F101,1232
21239F102,1359
21239G101,1164
21239G102,908
21239G103,897
21239H101,799
21239H102,948
21239H103,1073
